family,model,condition,run_name,step,epoch,loss,learning_rate,grad_norm,source
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,18500,0.41489588356003093,5.027,5.85131195335277e-05,15.9375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,19000,0.4261092858184102,5.0354,5.7391791881587796e-05,16.625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,19500,0.43732268807678937,5.0674,5.62704642296479e-05,15.25,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,20000,0.4485360903351686,5.0268,5.5149136577708e-05,11.25,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,20500,0.4597494925935478,5.0268,5.402780892576811e-05,15.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,21000,0.47096289485192705,5.0069,5.2906481273828215e-05,12.5,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,21500,0.48217629711030624,4.9168,5.1785153621888315e-05,12.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,22000,0.49338969936868543,5.0142,5.066382596994842e-05,12.8125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,22500,0.5046031016270647,4.9537,4.954249831800852e-05,11.4375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,23000,0.5158165038854439,4.9671,4.842117066606863e-05,22.5,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,23500,0.5270299061438231,4.9698,4.729984301412873e-05,14.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,24000,0.5382433084022024,4.9345,4.6178515362188835e-05,13.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,24500,0.5494567106605815,4.948,4.505718771024894e-05,19.5,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,25000,0.5606701129189607,4.9378,4.393586005830904e-05,17.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,25500,0.5718835151773399,4.9268,4.281453240636915e-05,16.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,26000,0.5830969174357191,4.9155,4.169320475442924e-05,14.6875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,26500,0.5943103196940984,4.9228,4.057187710248935e-05,11.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,27000,0.6055237219524776,4.9262,3.9450549450549454e-05,12.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,27500,0.6167371242108568,4.9365,3.8329221798609554e-05,15.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,28000,0.627950526469236,4.9466,3.720789414666966e-05,11.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,28500,0.6391639287276153,4.8901,3.608656649472976e-05,14.4375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,29000,0.6503773309859945,4.9115,3.496523884278987e-05,11.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,29500,0.6615907332443737,4.9057,3.384391119084997e-05,11.9375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,30000,0.6728041355027529,4.9066,3.2722583538910073e-05,12.125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,30500,0.684017537761132,4.8885,3.160125588697018e-05,12.3125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,31000,0.6952309400195114,4.8948,3.0479928235030277e-05,11.0625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,31500,0.7064443422778905,4.8663,2.935860058309038e-05,13.875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,32000,0.7176577445362697,4.8878,2.8237272931150483e-05,12.0625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,32500,0.7288711467946489,4.8918,2.7115945279210586e-05,17.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,33000,0.7400845490530282,4.8395,2.599461762727069e-05,19.875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,33500,0.7512979513114074,4.8355,2.4873289975330793e-05,18.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,34000,0.7625113535697866,4.924,2.3751962323390896e-05,16.625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,34500,0.7737247558281658,4.8623,2.2630634671451e-05,11.4375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,35000,0.784938158086545,4.8322,2.1509307019511102e-05,16.125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,35500,0.7961515603449243,4.8771,2.0387979367571206e-05,16.875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,36000,0.8073649626033035,4.8694,1.926665171563131e-05,11.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,36500,0.8185783648616827,4.8235,1.814532406369141e-05,17.5,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,37000,0.8297917671200619,4.8339,1.7023996411751515e-05,19.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,37500,0.8410051693784412,4.8306,1.590266875981162e-05,13.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,38000,0.8522185716368204,4.8554,1.4781341107871722e-05,14.6875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,38500,0.8634319738951995,4.8565,1.3660013455931825e-05,11.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,39000,0.8746453761535787,4.8804,1.2538685803991927e-05,14.125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,39500,0.8858587784119579,4.8041,1.141735815205203e-05,20.25,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,40000,0.8970721806703372,4.7792,1.0296030500112133e-05,12.125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,40500,0.9082855829287164,4.7727,9.174702848172236e-06,17.25,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,41000,0.9194989851870956,4.801,8.05337519623234e-06,22.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,41500,0.9307123874454748,4.8519,6.932047544292443e-06,13.8125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,42000,0.9419257897038541,4.7725,5.810719892352546e-06,24.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,42500,0.9531391919622333,4.7999,4.689392240412649e-06,12.875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,43000,0.9643525942206125,4.7692,3.568064588472752e-06,11.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,43500,0.9755659964789917,4.7918,2.446736936532855e-06,25.25,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,44000,0.9867793987373709,4.8335,1.325409284592958e-06,12.8125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3-0.6B,fused,qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,44500,0.9979928009957502,4.8662,2.0408163265306124e-07,12.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedTrue_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-44590/trainer_state.json
qwen3,Qwen3 depth8,unfused,qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4,500,0.010203561042803939,5.6292,9.898169499826542e-05,5.71875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4/loss_perplexity_curve.csv
qwen3,Qwen3 depth8,unfused,qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4,1000,0.020407122085607878,4.3125,9.796134930514459e-05,4.78125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4/loss_perplexity_curve.csv
qwen3,Qwen3 depth8,unfused,qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4,1500,0.030610683128411816,3.7968,9.694100361202376e-05,4.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4/loss_perplexity_curve.csv
qwen3,Qwen3 depth8,unfused,qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4,2000,0.040814244171215756,3.5425,9.592065791890293e-05,3.28125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4/loss_perplexity_curve.csv
qwen3,Qwen3 depth8,unfused,qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4,2500,0.05101780521401969,3.3548,9.49003122257821e-05,7.09375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4/loss_perplexity_curve.csv
qwen3,Qwen3 depth8,unfused,qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4,3000,0.06122136625682363,3.2591,9.387996653266127e-05,3.09375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_depth8_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r4/loss_perplexity_curve.csv
